In-State Tuition,Out-of-State Tuition,Median Earnings (10 yrs),School Name,State
12106.0,24994.0,58562.0,Central Connecticut State University,CT
8254.0,10796.0,64209.0,Charter Oak State College,CT
,,34866.0,Cortiva Institute,CT
63005.0,63005.0,75001.0,Connecticut College,CT
14337.0,14337.0,42914.0,Porter & Chester Institute of Hamden,CT
19434.0,42102.0,73997.0,University of Connecticut,CT
21198.0,21198.0,43596.0,Goodwin University,CT
,,38683.0,Lincoln Technical Institute-East Windsor,CT
12910.0,16146.0,56469.0,Eastern Connecticut State University,CT
54455.0,54455.0,88794.0,Fairfield University,CT
,,30900.0,Paul Mitchell the School-North Haven,CT
4820.0,14220.0,41344.0,Connecticut State Community College,CT
,,102051.0,Rensselaer at Hartford,CT
,,28710.0,American Institute-West Hartford,CT
,,,Hartford International University for Religion and Peace,CT
46148.0,46148.0,60823.0,University of Hartford,CT
9440.0,9440.0,,Holy Apostles College and Seminary,CT
4740.0,14140.0,43342.0,Connecticut State Community College Housatonic,CT
4700.0,14100.0,43981.0,Manchester Community College,CT
4740.0,14140.0,42142.0,Naugatuck Valley Community College,CT
4700.0,14100.0,42956.0,Middlesex Community College,CT
37250.0,37250.0,39115.0,Mitchell College,CT
4820.0,14220.0,37792.0,Three Rivers Community College,CT
,,38683.0,Lincoln Technical Institute-New Britain,CT
,,44444.0,New England Tractor Trailer Training School of Connecticut,CT
44184.0,44184.0,60126.0,University of New Haven,CT
4772.0,14172.0,48814.0,Connecticut State Community College Norwalk,CT
4772.0,14172.0,34978.0,Northwestern Connecticut Community College,CT
24480.0,24480.0,,Paier College,CT
14349.0,14349.0,41588.0,Porter & Chester Institute,CT
16610.0,16610.0,38696.0,Post University,CT
4740.0,14220.0,30231.0,Quinebaug Valley Community College,CT
51790.0,51790.0,83759.0,Quinnipiac University,CT
46580.0,46580.0,75059.0,Sacred Heart University,CT
44366.0,44366.0,59908.0,University of Saint Joseph,CT
4740.0,14140.0,40833.0,Connecticut State Community College Gateway,CT
12438.0,25326.0,55043.0,Southern Connecticut State University,CT
63930.0,63930.0,90779.0,Trinity College,CT
4820.0,14220.0,43490.0,Connecticut State Community College Tunxis,CT
,,,United States Coast Guard Academy,CT
64322.0,64322.0,73897.0,Wesleyan University,CT
12345.0,25239.0,59115.0,Western Connecticut State University,CT
62250.0,62250.0,100533.0,Yale University,CT
,,72380.0,Margaret H Rollins School of Nursing at Beebe Medical Center,DE
,,30429.0,Dawn Career Institute LLC,DE
4945.0,11808.0,41448.0,Delaware Technical Community College-Terry,DE
8358.0,18280.0,49307.0,Delaware State University,DE
15410.0,37930.0,72950.0,University of Delaware,DE
13050.0,13050.0,59892.0,Goldey-Beacom College,DE
,,27420.0,Schilling-Douglas School of Hair Design,DE
12030.0,12030.0,53844.0,Wilmington University,DE
53889.0,53889.0,77370.0,American University,DC
54186.0,54186.0,73250.0,The Catholic University of America,DC
6152.0,13004.0,44236.0,University of the District of Columbia,DC
,,,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,DC
17712.0,17712.0,43101.0,Gallaudet University,DC
62200.0,62200.0,90873.0,George Washington University,DC
62052.0,62052.0,103494.0,Georgetown University,DC
31050.0,31050.0,63066.0,Howard University,DC
13515.0,13515.0,40092.0,Strayer University-District of Columbia,DC
10900.0,10900.0,,National Conservatory of Dramatic Arts,DC
25610.0,25610.0,53804.0,Trinity Washington University,DC
,,,Wesley Theological Seminary,DC
,,38560.0,Atlantic Technical College,FL
12450.0,12450.0,42836.0,Baptist University of Florida,FL
32500.0,32500.0,55966.0,Barry University,FL
14794.0,14794.0,38518.0,Bethune-Cookman University,FL
41550.0,41550.0,49006.0,Lynn University,FL
,,31683.0,North Florida Technical College,FL
2496.0,9739.0,37195.0,Eastern Florida State College,FL
2830.0,8952.0,41939.0,Broward College,FL
13719.0,13719.0,41544.0,Albizu University-Miami,FL
2710.0,10517.0,38203.0,College of Central Florida,FL
18614.0,18614.0,40596.0,Johnson University Florida,FL
6368.0,22467.0,58308.0,University of Central Florida,FL
3100.0,12100.0,36349.0,Charlotte Technical College,FL
3120.0,8950.0,37378.0,Chipola College,FL
,,36853.0,Lorenzo Walker Technical College,FL
3106.0,11994.0,37096.0,Daytona State College,FL
17014.0,17014.0,34421.0,South University-West Palm Beach,FL
48900.0,48900.0,51819.0,Eckerd College,FL
3401.0,12979.0,43421.0,Florida SouthWestern State College,FL
14878.0,14878.0,34782.0,Edward Waters University,FL
40564.0,40564.0,84131.0,Embry-Riddle Aeronautical University-Daytona Beach,FL
5785.0,17725.0,44349.0,Florida Agricultural and Mechanical University,FL
4879.0,17324.0,56746.0,Florida Atlantic University,FL
2878.0,9992.0,42244.0,Florida State College at Jacksonville,FL
23760.0,23760.0,49483.0,Flagler College,FL
18060.0,18060.0,43445.0,Florida College,FL
,,34098.0,Concorde Career Institute-Jacksonville,FL
,,35442.0,Concorde Career Institute-Miramar,FL
,,36288.0,Concorde Career Institute-Tampa,FL
20340.0,20340.0,72282.0,AdventHealth University,FL
43670.0,43670.0,43137.0,Florida Institute of Technology,FL
6565.0,18963.0,60249.0,Florida International University,FL
3276.0,13162.0,42508.0,The College of the Florida Keys,FL
16836.0,16836.0,36624.0,Florida Memorial University,FL
,,28928.0,Florida Career College-Miami,FL
,,26752.0,Florida School of Massage,FL
40500.0,40500.0,55294.0,Florida Southern College,FL
5656.0,18786.0,61675.0,Florida State University,FL
6381.0,28659.0,71588.0,University of Florida,FL
,,23091.0,Fort Pierce Beauty Academy,FL
26307.0,26307.0,38219.0,Full Sail University,FL
,,35234.0,George Stone Technical College,FL
,,52312.0,George T Baker Aviation Technical College,FL
2370.0,8635.0,38359.0,Gulf Coast State College,FL
9285.0,9285.0,42267.0,Key College,FL
2506.0,9111.0,40782.0,Hillsborough Community College,FL
7960.0,7960.0,39863.0,Hobe Sound Bible College,FL
,,21386.0,Hollywood Institute of Beauty Careers,FL
,,29204.0,Cortiva Institute,FL
2764.0,10201.0,38315.0,Indian River State College,FL
,,19824.0,International Academy,FL
20794.0,20794.0,33415.0,AI Miami International University of Art and Design,FL
43670.0,43670.0,68010.0,Jacksonville University,FL
23248.0,23248.0,39696.0,Keiser University-Ft Lauderdale,FL
,,16879.0,La Belle Beauty School,FL
3100.0,11747.0,37894.0,Florida Gateway College,FL
,,32793.0,Lake Technical College,FL
3292.0,13276.0,39876.0,Lake-Sumter State College,FL
,,40082.0,Fort Myers Technical College,FL
,,30413.0,Lively Technical College,FL
,,34107.0,Lindsey Hopkins Technical College,FL
,,18342.0,Loraines Academy & Spa,FL
9808.0,9808.0,47003.0,Luther Rice College & Seminary,GA
3074.0,11595.0,40318.0,State College of Florida-Manatee-Sarasota,FL
,,38129.0,Manatee Technical College,FL
3251.0,11118.0,39813.0,Traviss Technical College,FL
,,,Merryfield Academy,FL
14160.0,14160.0,46989.0,Trinity International University-Florida,FL
,,35014.0,Miami Lakes Educational Center and Technical College,FL
2838.0,9661.0,40654.0,Miami Dade College,FL
57194.0,57194.0,75328.0,University of Miami,FL
,,33350.0,Orange Technical College-South Campus,FL
,,34949.0,Paul Mitchell the School-Jacksonville,FL
3054.0,11400.0,33929.0,North Florida College,FL
6389.0,20793.0,56343.0,University of North Florida,FL
36300.0,36300.0,59209.0,Nova Southeastern University,FL
3246.0,11625.0,39664.0,Northwest Florida State College,FL
,,36650.0,Orange Technical College,FL
35900.0,35900.0,49232.0,Palm Beach Atlantic University,FL
3050.0,10910.0,41923.0,Palm Beach State College,FL
3155.0,12032.0,39903.0,Pasco-Hernando State College,FL
2365.0,9475.0,36739.0,Pensacola State College,FL
,,34627.0,Pinellas Technical College-Clearwater,FL
3366.0,12272.0,40624.0,Polk State College,FL
,,35997.0,Radford M Locklin Technical College,FL
,,,Saint Vincent de Paul Regional Seminary,FL
3918.0,10398.0,33484.0,Ridge Technical College,FL
52826.0,52826.0,43325.0,Ringling College of Art and Design,FL
,,37543.0,Robert Morgan Educational Center and Technical College,FL
56110.0,56110.0,58295.0,Rollins College,FL
,,33784.0,First Coast Technical College,FL
27050.0,27050.0,48364.0,Saint Leo University,FL
2682.0,9286.0,42557.0,St Petersburg College,FL
,,36188.0,Pinellas Technical College-St. Petersburg,FL
2563.0,9189.0,41631.0,Santa Fe College,FL
,,40621.0,Suncoast Technical College,FL
3131.0,11456.0,41733.0,Seminole State College of Florida,FL
,,33166.0,Sheridan Technical College,FL
23100.0,23100.0,,St. John Vianney College Seminary,FL
2830.0,10347.0,41728.0,Saint Johns River State College,FL
3165.0,11859.0,39990.0,South Florida State College,FL
6410.0,17324.0,57743.0,University of South Florida,FL
33760.0,33760.0,54272.0,St. Thomas University,FL
52320.0,52320.0,51642.0,Stetson University,FL
30148.0,30148.0,46744.0,Southeastern University,FL
,,19359.0,Bene's Career Academy,FL
,,31778.0,Riveroak Technical College,FL
2026.0,8062.0,37561.0,Tallahassee Community College,FL
15250.0,15250.0,,Talmudic College of Florida,FL
15822.0,15822.0,27406.0,Altierus Career College-Tampa,FL
32218.0,32218.0,59436.0,The University of Tampa,FL
,,27609.0,Big Bend Technical College,FL
,,28254.0,Tom P. Haney Technical College,FL
14300.0,14300.0,37275.0,Trinity Baptist College,FL
16300.0,16300.0,32465.0,Trinity College of Florida,FL
2474.0,9383.0,40594.0,Valencia College,FL
28044.0,28044.0,46086.0,Warner University,FL
,,32320.0,Florida Panhandle Technical College,FL
30798.0,30798.0,45606.0,Webber International University,FL
11291.0,11291.0,39080.0,Rasmussen University-Florida,FL
6360.0,19241.0,49137.0,University of West Florida,FL
,,25145.0,Orange Technical College-West Campus,FL
,,41656.0,William T McFatter Technical College,FL
,,31858.0,Orange Technical College-East Campus,FL
,,34279.0,Withlacoochee Technical College,FL
3165.0,10071.0,34996.0,Abraham Baldwin Agricultural College,GA
45786.0,45786.0,56274.0,Agnes Scott College,GA
11090.0,11090.0,27065.0,Interactive College of Technology-Chamblee,GA
10850.0,10850.0,27065.0,Interactive College of Technology-Morrow,GA
2996.0,5396.0,30541.0,Albany Technical College,GA
5934.0,16656.0,40674.0,Albany State University,GA
18214.0,18214.0,38475.0,Andrew College,GA
20794.0,20794.0,33685.0,The Art Institute of Atlanta,GA
,,23686.0,Georgia Career Institute,GA
3164.0,5564.0,30350.0,Atlanta Technical College,GA
22300.0,22300.0,38740.0,Point University,GA
3105.0,9731.0,33252.0,Atlanta Metropolitan State College,GA
,,,Atlanta's John Marshall Law School,GA
,,25301.0,Atlanta School of Massage,GA
24730.0,24730.0,42712.0,Clark Atlanta University,GA
3232.0,5662.0,33523.0,Augusta Technical College,GA
39376.0,39376.0,53800.0,Berry College,GA
8492.0,8492.0,35236.0,Beulah Heights University,GA
32685.0,32685.0,54003.0,Brenau University,GA
21696.0,21696.0,42009.0,Brewton-Parker College,GA
3483.0,10389.0,39318.0,College of Coastal Georgia,GA
3122.0,5522.0,35479.0,West Georgia Technical College,GA
5068.0,15790.0,49179.0,Clayton  State University,GA
,,,Columbia Theological Seminary,GA
3042.0,5442.0,34238.0,Columbus Technical College,GA
5751.0,16805.0,44544.0,Columbus State University,GA
3112.0,5512.0,35759.0,Georgia Northwestern Technical College,GA
38860.0,38860.0,50412.0,Covenant College,GA
3283.0,10189.0,40251.0,Dalton State College,GA
,,21586.0,Pro Way Hair School,GA
17014.0,17014.0,34421.0,South University-Savannah,GA
2736.0,9088.0,37174.0,East Georgia State College,GA
22924.0,22924.0,38208.0,Emmanuel University,GA
57948.0,57948.0,80137.0,Emory University,GA
3344.0,9696.0,43184.0,Georgia Highlands College,GA
5832.0,16572.0,36666.0,Fort Valley State University,GA
,,60726.0,Grady Health System Professional Schools,GA
11764.0,32876.0,102772.0,Georgia Institute of Technology-Main Campus,GA
4980.0,15702.0,48757.0,Georgia Southwestern State University,GA
8974.0,28154.0,58140.0,Georgia College & State University,GA
6485.0,17539.0,53236.0,Georgia Southern University,GA
8478.0,23709.0,47384.0,Georgia State University,GA
11180.0,30220.0,68726.0,University of Georgia,GA
3475.0,10381.0,37871.0,Gordon State College,GA
3126.0,5526.0,36104.0,Southern Crescent Technical College,GA
16935.0,16935.0,42636.0,Gupton Jones College of Funeral Service,GA
10500.0,10500.0,31422.0,Gwinnett College-Lilburn,GA
3236.0,5636.0,45025.0,Gwinnett Technical College,GA
,,,Interdenominational Theological Center,GA
33700.0,33700.0,51745.0,LaGrange College,GA
3666.0,6666.0,37623.0,Lanier Technical College,GA
14406.0,14406.0,47397.0,Life University,GA
3252.0,5652.0,37138.0,Chattahoochee Technical College,GA
12750.0,12750.0,36909.0,Herzing University-Atlanta,GA
39708.0,39708.0,58354.0,Mercer University,GA
29468.0,29468.0,52889.0,Morehouse College,GA
,,,Morehouse School of Medicine,GA
9558.0,9558.0,,Morris Brown College,GA
3072.0,5472.0,32932.0,North Georgia Technical College,GA
43990.0,43990.0,55232.0,Oglethorpe University,GA
14596.0,14596.0,33338.0,Paine College,GA
29190.0,29190.0,49130.0,Piedmont University,GA
19400.0,19400.0,106192.0,Miami Ad School-Atlanta,GA
27300.0,27300.0,46541.0,Reinhardt University,GA
3042.0,5442.0,33018.0,Savannah Technical College,GA
39605.0,39605.0,45954.0,Savannah College of Art and Design,GA
5498.0,16218.0,37981.0,Savannah State University,GA
22810.0,22810.0,44604.0,Shorter University,GA
3692.0,6692.0,30364.0,South Georgia Technical College,GA
28885.0,28885.0,59993.0,Spelman College,GA
11080.0,11080.0,49716.0,Thomas University,GA
22350.0,22350.0,36630.0,Toccoa Falls College,GA
24440.0,24440.0,46700.0,Truett McConnell University,GA
3152.0,5552.0,30864.0,Wiregrass Georgia Technical College,GA
6007.0,17062.0,49361.0,Valdosta State University,GA
27650.0,27650.0,44317.0,Wesleyan College,GA
5941.0,16996.0,49587.0,University of West Georgia,GA
30905.0,30905.0,47195.0,Young Harris College,GA
28544.0,28544.0,52343.0,Chaminade University of Honolulu,HI
7838.0,20798.0,47856.0,University of Hawaii at Hilo,HI
12186.0,34218.0,57624.0,University of Hawaii at Manoa,HI
,,25235.0,Hawaii Institute of Hair Design,HI
31940.0,31940.0,59593.0,Hawaii Pacific University,HI
3174.0,8310.0,45105.0,Honolulu Community College,HI
3284.0,8420.0,44599.0,Kapiolani Community College,HI
3252.0,8388.0,36868.0,Kauai Community College,HI
3214.0,8350.0,39899.0,Leeward Community College,HI
3284.0,8420.0,34453.0,University of Hawaii Maui College,HI
7584.0,20544.0,52075.0,University of Hawaii-West Oahu,HI
3194.0,8330.0,38439.0,Windward Community College,HI
,,43731.0,Carrington College-Boise,ID
9770.0,9770.0,33140.0,Boise Bible College,ID
8364.0,25701.0,51658.0,Boise State University,ID
3390.0,6750.0,42057.0,College of Eastern Idaho,ID
7958.0,25936.0,45608.0,Idaho State University,ID
8396.0,27632.0,54670.0,University of Idaho,ID
34630.0,34630.0,48473.0,The College of Idaho,ID
6999.0,20252.0,46001.0,Lewis-Clark State College,ID
,,26171.0,Aveda Institute-Twin Falls,ID
3396.0,8736.0,40081.0,North Idaho College,ID
36298.0,36298.0,51719.0,Northwest Nazarene University,ID
,,22209.0,Nathan Layne Institute of Cosmetology,ID
4536.0,4536.0,53406.0,Brigham Young University-Idaho,ID
3360.0,6840.0,40916.0,College of Southern Idaho,ID
,,,Adler University,IL
37670.0,37670.0,34324.0,American Academy of Art College,IL
7650.0,7650.0,,American Islamic College,IL
54530.0,54530.0,40151.0,School of the Art Institute of Chicago,IL
47916.0,47916.0,62971.0,Augustana College,IL
27420.0,27420.0,58709.0,Aurora University,IL
3810.0,6210.0,36884.0,Southwestern Illinois College,IL
,,,Bethany Theological Seminary,IN
4920.0,8100.0,37253.0,Black Hawk College,IL
26055.0,26055.0,46802.0,Blackburn College,IL
,,72430.0,Blessing Rieman College of Nursing and Health Sciences,IL
37800.0,37800.0,66852.0,Bradley University,IL
,,28378.0,Paul Mitchell the School-Tinley Park,IL
,,24513.0,Cameo Beauty Academy,IL
,,26970.0,Cannella School of Hair Design-Villa Park,IL
,,18132.0,Cannella School of Hair Design-Chicago,IL
,,29075.0,Cannella School of Hair Design-Chicago,IL
,,26804.0,Capri Beauty College,IL
5250.0,8760.0,35274.0,Carl Sandburg College,IL
,,,Catholic Theological Union at Chicago,IL
,,,Midwestern University-Downers Grove,IL
13224.0,13224.0,56899.0,The Chicago School at Chicago,IL
12018.0,12018.0,42778.0,Chicago State University,IL
,,,Chicago Theological Seminary,IL
64260.0,64260.0,91885.0,University of Chicago,IL
4380.0,14430.0,28467.0,City Colleges of Chicago-Kennedy-King College,IL
4380.0,14430.0,32427.0,City Colleges of Chicago-Malcolm X College,IL
4380.0,14430.0,31114.0,City Colleges of Chicago-Olive-Harvey College,IL
4380.0,14430.0,36484.0,City Colleges of Chicago-Harry S Truman College,IL
4380.0,14430.0,37962.0,City Colleges of Chicago-Richard J Daley College,IL
4380.0,14430.0,36531.0,City Colleges of Chicago-Harold Washington College,IL
4380.0,14430.0,41625.0,City Colleges of Chicago-Wilbur Wright College,IL
31026.0,31026.0,42195.0,Columbia College Chicago,IL
34964.0,34964.0,54089.0,Concordia University-Chicago,IL
5200.0,8650.0,34867.0,Danville Area Community College,IL
,,18077.0,Tricoci University of Beauty Culture,IL
42840.0,42840.0,68751.0,DePaul University,IL
,,29779.0,Cosmetology & Spa Academy,IL
4200.0,11910.0,46909.0,College of DuPage,IL
23400.0,23400.0,29963.0,East-West University,IL
13101.0,15528.0,51989.0,Eastern Illinois University,IL
3180.0,9516.0,45516.0,Elgin Community College,IL
40232.0,40232.0,61462.0,Elmhurst University,IL
28380.0,28380.0,51641.0,Eureka College,IL
,,36196.0,First Institute of Travel Inc.,IL
16620.0,16620.0,41539.0,Fox College,IL
,,,Garrett-Evangelical Theological Seminary,IL
,,19219.0,Gem City College,IL
10468.0,17980.0,58169.0,Governors State University,IL
8269.0,8269.0,63586.0,Graham Hospital School of Nursing,IL
30548.0,30548.0,46827.0,Greenville University,IL
,,29032.0,G Skin & Beauty Institute,IL
,,23568.0,Hair Professionals Career College,IL
,,23412.0,Hair Professionals School of Cosmetology,IL
14200.0,14200.0,33291.0,Hebrew Theological College,IL
4624.0,7048.0,37928.0,Highland Community College,IL
,,,Rosalind Franklin University of Medicine and Science,IL
14046.0,28654.0,68740.0,University of Illinois Chicago,IL
34290.0,34290.0,63446.0,Benedictine University,IL
,,,Illinois College of Optometry,IL
15714.0,33686.0,81054.0,University of Illinois Urbana-Champaign,IL
53814.0,53814.0,70871.0,Illinois Wesleyan University,IL
4650.0,11700.0,37366.0,Illinois Central College,IL
36346.0,36346.0,52575.0,Illinois College,IL
4354.0,12082.0,37533.0,Olney Central College,IL
50640.0,50640.0,82592.0,Illinois Institute of Technology,IL
15170.0,27011.0,62117.0,Illinois State University,IL
4000.0,14314.0,40810.0,Illinois Valley Community College,IL
,,,Institute for Clinical Social Work,IL
4550.0,7370.0,34096.0,John A Logan College,IL
5100.0,8400.0,38631.0,John Wood Community College,IL
4530.0,13800.0,42889.0,Joliet Junior College,IL
30910.0,30910.0,56313.0,Judson University,IL
4950.0,25560.0,38767.0,Kankakee Community College,IL
4560.0,12330.0,38801.0,Kaskaskia College,IL
4980.0,13800.0,39657.0,Kishwaukee College,IL
53259.0,53259.0,54820.0,Knox College,IL
,,21949.0,Educators of Beauty College of Cosmetology-Peru,IL
4200.0,13118.0,43424.0,College of Lake County,IL
52902.0,52902.0,61825.0,Lake Forest College,IL
,,,Lake Forest Graduate School of Management,IL
3965.0,13906.0,38877.0,Lake Land College,IL
,,84522.0,Lakeview College of Nursing,IL
3552.0,12552.0,37724.0,Lewis and Clark Community College,IL
36530.0,36530.0,66099.0,Lewis University,IL
14920.0,14920.0,43038.0,Lincoln Christian University,IL
3612.0,10068.0,38479.0,Lincoln Land Community College,IL
,,38683.0,Lincoln College of Technology-Melrose Park,IL
49498.0,49498.0,71530.0,Loyola University Chicago,IL
,,,Lutheran School of Theology at Chicago,IL
,,58743.0,Trinity College of Nursing & Health Sciences,IL
,,29592.0,Steven Papageorge Hair Academy,IL
12700.0,12700.0,34706.0,Generations College,IL
,,,McCormick Theological Seminary,IL
3862.0,14692.0,45143.0,McHenry County College,IL
33430.0,33430.0,58572.0,McKendree University,IL
,,,Meadville Theological School of Lombard College,IL
18008.0,18008.0,69800.0,Methodist College,IL
26892.0,41632.0,51262.0,Millikin University,IL
42214.0,42214.0,51110.0,Monmouth College,IL
16178.0,16178.0,45399.0,Moody Bible Institute,IL
3750.0,9630.0,43892.0,Moraine Valley Community College,IL
19400.0,19400.0,63571.0,Morrison Institute of Technology,IL
4756.0,10900.0,42406.0,Morton College,IL
11580.0,11580.0,45799.0,National Louis University,IL
,,58723.0,National University of Health Sciences,IL
,,20303.0,Cosmetology Concepts Niles,IL
43046.0,43046.0,60123.0,North Central College,IL
34020.0,34020.0,59572.0,North Park University,IL
,,,Northern Baptist Theological Seminary,IL
12662.0,12662.0,57808.0,Northern Illinois University,IL
63468.0,63468.0,89363.0,Northwestern University,IL
12101.0,22192.0,52234.0,Northeastern Illinois University,IL
3985.0,12462.0,47852.0,Oakton College,IL
,,18890.0,Oehrlein School of Cosmetology,IL
37940.0,37940.0,53213.0,Olivet Nazarene University,IL
5130.0,15930.0,38320.0,Parkland College,IL
4176.0,11064.0,36696.0,Prairie State College,IL
32130.0,32130.0,,Principia College,IL
,,30341.0,Professional's Choice Hair Design Academy,IL
31940.0,31940.0,50369.0,Quincy University,IL
4500.0,7200.0,35775.0,Rend Lake College,IL
4590.0,17070.0,38793.0,Richland Community College,IL
4124.0,20384.0,39158.0,Rock Valley College,IL
35050.0,35050.0,54794.0,Rockford University,IL
33068.0,33068.0,48712.0,Roosevelt University,IL
36500.0,36500.0,60327.0,Dominican University,IL
,,75194.0,Rush University,IL
,,72850.0,Saint Francis Medical Center College of Nursing,IL
36000.0,36000.0,63926.0,University of St Francis,IL
,,86331.0,St. John's College-Department of Nursing,IL
35770.0,35770.0,58656.0,Saint Xavier University,IL
12077.0,21842.0,57103.0,University of Illinois Springfield,IL
5070.0,12840.0,40458.0,Sauk Valley Community College,IL
4200.0,7050.0,32999.0,Shawnee Community College,IL
13288.0,13288.0,35723.0,St. Augustine College,IL
,,,University of Saint Mary of the Lake,IL
4260.0,6480.0,33763.0,Southeastern Illinois College,IL
,,37120.0,National Latino Education Institute,IL
,,,Spertus College,IL
5490.0,12450.0,38386.0,Spoon River College,IL
27811.0,27811.0,77709.0,Saint Anthony College of Nursing,IL
,,21463.0,Educators of Beauty College of Cosmetology-Sterling,IL
15416.0,15416.0,53390.0,Southern Illinois University-Carbondale,IL
12558.0,12558.0,56346.0,Southern Illinois University-Edwardsville,IL
10650.0,10650.0,25559.0,Taylor Business Institute,IL
16000.0,16000.0,,Telshe Yeshiva-Chicago,IL
5093.0,12683.0,33680.0,South Suburban College,IL
34325.0,34325.0,55700.0,Trinity Christian College,IL
33898.0,33898.0,46989.0,Trinity International University-Illinois,IL
4770.0,14430.0,41728.0,Triton College,IL
,,27084.0,University of Spa & Cosmetology Arts,IL
29800.0,29800.0,47863.0,VanderCook College of Music,IL
3360.0,11496.0,44788.0,Waubonsee Community College,IL
,,82829.0,Oak Point University,IL
14406.0,14406.0,54163.0,Western Illinois University,IL
42240.0,42240.0,63756.0,Wheaton College,IL
3774.0,11754.0,48071.0,William Rainey Harper College,IL
34080.0,34080.0,48899.0,Anderson University,IN
10440.0,27924.0,51833.0,Ball State University,IN
32040.0,32040.0,48860.0,Bethel University,IN
44460.0,44460.0,77235.0,Butler University,IN
21650.0,21650.0,46945.0,Calumet College of Saint Joseph,IN
,,,Christian Theological Seminary,IN
10080.0,10080.0,43927.0,College of Court Reporting Inc,IN
,,,Concordia Theological Seminary,IN
,,22374.0,Tricoci University of Beauty Culture-Highland,IN
55410.0,55410.0,70527.0,DePauw University,IN
,,19976.0,Don Roberts School of Hair Design,IN
50058.0,50058.0,50797.0,Earlham College,IN
41336.0,41336.0,53770.0,University of Evansville,IN
36136.0,36136.0,55376.0,Franklin College,IN
